variant,entry_mode,return,max_drawdown,trade_count,gross_closed_pnl,net_closed_pnl,profit_factor,avg_winner,avg_loser,expectancy_per_trade,avg_R_realized,remove_best_trade_net,mfe_capture_ratio,squeeze_bw_q,squeeze_atr_q,range_pos_threshold,take_R,trail_start_R,winner_loser_ratio,return_over_dd
PP_BW0.20_AQ0.30_RP0.55_TK12_TS1.2,chase,0.02389352805253031,-0.009004133590898356,18,251.89326050558813,241.86822995558816,3.9784776139486406,64.6147101389819,-6.246563133793956,13.437123886421565,2.1134412949468673,120.69942839981388,-2.243855062214417,0.2,0.3,0.55,12.0,1.2,10.344041796266465,2.6536176758508554
PP_BW0.20_AQ0.30_RP0.55_TK12_TS1.6,chase,0.02389352805253031,-0.009004133590898356,18,251.89326050558813,241.86822995558816,3.9784776139486406,64.6147101389819,-6.246563133793956,13.437123886421565,2.1134412949468673,120.69942839981388,-2.243855062214417,0.2,0.3,0.55,12.0,1.6,10.344041796266465,2.6536176758508554
PP_BW0.20_AQ0.30_RP0.55_TK12_TS2.0,chase,0.02389352805253031,-0.009004133590898356,18,251.89326050558813,241.86822995558816,3.9784776139486406,64.6147101389819,-6.246563133793956,13.437123886421565,2.1134412949468673,120.69942839981388,-2.243855062214417,0.2,0.3,0.55,12.0,2.0,10.344041796266465,2.6536176758508554
PP_BW0.20_AQ0.30_RP0.60_TK12_TS1.2,chase,0.02389352805253031,-0.009004133590898356,18,251.89326050558813,241.86822995558816,3.9784776139486406,64.6147101389819,-6.246563133793956,13.437123886421565,2.1134412949468673,120.69942839981388,-2.243855062214417,0.2,0.3,0.6,12.0,1.2,10.344041796266465,2.6536176758508554
PP_BW0.20_AQ0.30_RP0.60_TK12_TS1.6,chase,0.02389352805253031,-0.009004133590898356,18,251.89326050558813,241.86822995558816,3.9784776139486406,64.6147101389819,-6.246563133793956,13.437123886421565,2.1134412949468673,120.69942839981388,-2.243855062214417,0.2,0.3,0.6,12.0,1.6,10.344041796266465,2.6536176758508554
PP_BW0.20_AQ0.30_RP0.60_TK12_TS2.0,chase,0.02389352805253031,-0.009004133590898356,18,251.89326050558813,241.86822995558816,3.9784776139486406,64.6147101389819,-6.246563133793956,13.437123886421565,2.1134412949468673,120.69942839981388,-2.243855062214417,0.2,0.3,0.6,12.0,2.0,10.344041796266465,2.6536176758508554
PP_BW0.20_AQ0.30_RP0.65_TK12_TS1.2,chase,0.02389352805253031,-0.009004133590898356,18,251.89326050558813,241.86822995558816,3.9784776139486406,64.6147101389819,-6.246563133793956,13.437123886421565,2.1134412949468673,120.69942839981388,-2.243855062214417,0.2,0.3,0.65,12.0,1.2,10.344041796266465,2.6536176758508554
PP_BW0.20_AQ0.30_RP0.65_TK12_TS1.6,chase,0.02389352805253031,-0.009004133590898356,18,251.89326050558813,241.86822995558816,3.9784776139486406,64.6147101389819,-6.246563133793956,13.437123886421565,2.1134412949468673,120.69942839981388,-2.243855062214417,0.2,0.3,0.65,12.0,1.6,10.344041796266465,2.6536176758508554
PP_BW0.20_AQ0.30_RP0.65_TK12_TS2.0,chase,0.02389352805253031,-0.009004133590898356,18,251.89326050558813,241.86822995558816,3.9784776139486406,64.6147101389819,-6.246563133793956,13.437123886421565,2.1134412949468673,120.69942839981388,-2.243855062214417,0.2,0.3,0.65,12.0,2.0,10.344041796266465,2.6536176758508554
PP_BW0.20_AQ0.35_RP0.55_TK12_TS1.2,chase,0.02389352805253031,-0.009004133590898356,18,251.89326050558813,241.86822995558816,3.9784776139486406,64.6147101389819,-6.246563133793956,13.437123886421565,2.1134412949468673,120.69942839981388,-2.243855062214417,0.2,0.35,0.55,12.0,1.2,10.344041796266465,2.6536176758508554
PP_BW0.20_AQ0.35_RP0.55_TK12_TS1.6,chase,0.02389352805253031,-0.009004133590898356,18,251.89326050558813,241.86822995558816,3.9784776139486406,64.6147101389819,-6.246563133793956,13.437123886421565,2.1134412949468673,120.69942839981388,-2.243855062214417,0.2,0.35,0.55,12.0,1.6,10.344041796266465,2.6536176758508554
PP_BW0.20_AQ0.35_RP0.55_TK12_TS2.0,chase,0.02389352805253031,-0.009004133590898356,18,251.89326050558813,241.86822995558816,3.9784776139486406,64.6147101389819,-6.246563133793956,13.437123886421565,2.1134412949468673,120.69942839981388,-2.243855062214417,0.2,0.35,0.55,12.0,2.0,10.344041796266465,2.6536176758508554
PP_BW0.20_AQ0.35_RP0.60_TK12_TS1.2,chase,0.02389352805253031,-0.009004133590898356,18,251.89326050558813,241.86822995558816,3.9784776139486406,64.6147101389819,-6.246563133793956,13.437123886421565,2.1134412949468673,120.69942839981388,-2.243855062214417,0.2,0.35,0.6,12.0,1.2,10.344041796266465,2.6536176758508554
PP_BW0.20_AQ0.35_RP0.60_TK12_TS1.6,chase,0.02389352805253031,-0.009004133590898356,18,251.89326050558813,241.86822995558816,3.9784776139486406,64.6147101389819,-6.246563133793956,13.437123886421565,2.1134412949468673,120.69942839981388,-2.243855062214417,0.2,0.35,0.6,12.0,1.6,10.344041796266465,2.6536176758508554
PP_BW0.20_AQ0.35_RP0.60_TK12_TS2.0,chase,0.02389352805253031,-0.009004133590898356,18,251.89326050558813,241.86822995558816,3.9784776139486406,64.6147101389819,-6.246563133793956,13.437123886421565,2.1134412949468673,120.69942839981388,-2.243855062214417,0.2,0.35,0.6,12.0,2.0,10.344041796266465,2.6536176758508554
PP_BW0.20_AQ0.35_RP0.65_TK12_TS1.2,chase,0.02389352805253031,-0.009004133590898356,18,251.89326050558813,241.86822995558816,3.9784776139486406,64.6147101389819,-6.246563133793956,13.437123886421565,2.1134412949468673,120.69942839981388,-2.243855062214417,0.2,0.35,0.65,12.0,1.2,10.344041796266465,2.6536176758508554
PP_BW0.20_AQ0.35_RP0.65_TK12_TS1.6,chase,0.02389352805253031,-0.009004133590898356,18,251.89326050558813,241.86822995558816,3.9784776139486406,64.6147101389819,-6.246563133793956,13.437123886421565,2.1134412949468673,120.69942839981388,-2.243855062214417,0.2,0.35,0.65,12.0,1.6,10.344041796266465,2.6536176758508554
PP_BW0.20_AQ0.35_RP0.65_TK12_TS2.0,chase,0.02389352805253031,-0.009004133590898356,18,251.89326050558813,241.86822995558816,3.9784776139486406,64.6147101389819,-6.246563133793956,13.437123886421565,2.1134412949468673,120.69942839981388,-2.243855062214417,0.2,0.35,0.65,12.0,2.0,10.344041796266465,2.6536176758508554
PP_BW0.20_AQ0.40_RP0.55_TK12_TS1.2,chase,0.023280847503464708,-0.009004133590898356,19,245.96512318627032,235.82724476627035,3.703005499844989,64.6147101389819,-6.231878994902802,12.411960250856334,1.9477858252479663,114.65844321049607,-2.332803778963603,0.2,0.4,0.55,12.0,1.2,10.368415399565968,2.585573311239815
PP_BW0.20_AQ0.40_RP0.55_TK12_TS1.6,chase,0.023280847503464708,-0.009004133590898356,19,245.96512318627032,235.82724476627035,3.703005499844989,64.6147101389819,-6.231878994902802,12.411960250856334,1.9477858252479663,114.65844321049607,-2.332803778963603,0.2,0.4,0.55,12.0,1.6,10.368415399565968,2.585573311239815
PP_BW0.20_AQ0.40_RP0.55_TK12_TS2.0,chase,0.023280847503464708,-0.009004133590898356,19,245.96512318627032,235.82724476627035,3.703005499844989,64.6147101389819,-6.231878994902802,12.411960250856334,1.9477858252479663,114.65844321049607,-2.332803778963603,0.2,0.4,0.55,12.0,2.0,10.368415399565968,2.585573311239815
PP_BW0.20_AQ0.40_RP0.60_TK12_TS1.2,chase,0.023280847503464708,-0.009004133590898356,19,245.96512318627032,235.82724476627035,3.703005499844989,64.6147101389819,-6.231878994902802,12.411960250856334,1.9477858252479663,114.65844321049607,-2.332803778963603,0.2,0.4,0.6,12.0,1.2,10.368415399565968,2.585573311239815
PP_BW0.20_AQ0.40_RP0.60_TK12_TS1.6,chase,0.023280847503464708,-0.009004133590898356,19,245.96512318627032,235.82724476627035,3.703005499844989,64.6147101389819,-6.231878994902802,12.411960250856334,1.9477858252479663,114.65844321049607,-2.332803778963603,0.2,0.4,0.6,12.0,1.6,10.368415399565968,2.585573311239815
PP_BW0.20_AQ0.40_RP0.60_TK12_TS2.0,chase,0.023280847503464708,-0.009004133590898356,19,245.96512318627032,235.82724476627035,3.703005499844989,64.6147101389819,-6.231878994902802,12.411960250856334,1.9477858252479663,114.65844321049607,-2.332803778963603,0.2,0.4,0.6,12.0,2.0,10.368415399565968,2.585573311239815
PP_BW0.20_AQ0.40_RP0.65_TK12_TS1.2,chase,0.023280847503464708,-0.009004133590898356,19,245.96512318627032,235.82724476627035,3.703005499844989,64.6147101389819,-6.231878994902802,12.411960250856334,1.9477858252479663,114.65844321049607,-2.332803778963603,0.2,0.4,0.65,12.0,1.2,10.368415399565968,2.585573311239815
PP_BW0.20_AQ0.40_RP0.65_TK12_TS1.6,chase,0.023280847503464708,-0.009004133590898356,19,245.96512318627032,235.82724476627035,3.703005499844989,64.6147101389819,-6.231878994902802,12.411960250856334,1.9477858252479663,114.65844321049607,-2.332803778963603,0.2,0.4,0.65,12.0,1.6,10.368415399565968,2.585573311239815
PP_BW0.20_AQ0.40_RP0.65_TK12_TS2.0,chase,0.023280847503464708,-0.009004133590898356,19,245.96512318627032,235.82724476627035,3.703005499844989,64.6147101389819,-6.231878994902802,12.411960250856334,1.9477858252479663,114.65844321049607,-2.332803778963603,0.2,0.4,0.65,12.0,2.0,10.368415399565968,2.585573311239815
PP_BW0.25_AQ0.30_RP0.55_TK12_TS1.2,chase,0.021986201661313265,-0.009004133590898356,20,233.85883754193793,223.17330241193793,3.2339614390125457,64.6147101389819,-6.660016552198109,11.158665120596897,1.7961759944623257,102.00450085616365,-2.234020403758705,0.25,0.3,0.55,12.0,1.2,9.701884317037637,2.4417898112415357
PP_BW0.25_AQ0.30_RP0.55_TK12_TS1.6,chase,0.021986201661313265,-0.009004133590898356,20,233.85883754193793,223.17330241193793,3.2339614390125457,64.6147101389819,-6.660016552198109,11.158665120596897,1.7961759944623257,102.00450085616365,-2.234020403758705,0.25,0.3,0.55,12.0,1.6,9.701884317037637,2.4417898112415357
PP_BW0.25_AQ0.30_RP0.55_TK12_TS2.0,chase,0.021986201661313265,-0.009004133590898356,20,233.85883754193793,223.17330241193793,3.2339614390125457,64.6147101389819,-6.660016552198109,11.158665120596897,1.7961759944623257,102.00450085616365,-2.234020403758705,0.25,0.3,0.55,12.0,2.0,9.701884317037637,2.4417898112415357
PP_BW0.25_AQ0.30_RP0.60_TK12_TS1.2,chase,0.021986201661313265,-0.009004133590898356,20,233.85883754193793,223.17330241193793,3.2339614390125457,64.6147101389819,-6.660016552198109,11.158665120596897,1.7961759944623257,102.00450085616365,-2.234020403758705,0.25,0.3,0.6,12.0,1.2,9.701884317037637,2.4417898112415357
PP_BW0.25_AQ0.30_RP0.60_TK12_TS1.6,chase,0.021986201661313265,-0.009004133590898356,20,233.85883754193793,223.17330241193793,3.2339614390125457,64.6147101389819,-6.660016552198109,11.158665120596897,1.7961759944623257,102.00450085616365,-2.234020403758705,0.25,0.3,0.6,12.0,1.6,9.701884317037637,2.4417898112415357
PP_BW0.25_AQ0.30_RP0.60_TK12_TS2.0,chase,0.021986201661313265,-0.009004133590898356,20,233.85883754193793,223.17330241193793,3.2339614390125457,64.6147101389819,-6.660016552198109,11.158665120596897,1.7961759944623257,102.00450085616365,-2.234020403758705,0.25,0.3,0.6,12.0,2.0,9.701884317037637,2.4417898112415357
PP_BW0.25_AQ0.30_RP0.65_TK12_TS1.2,chase,0.021986201661313265,-0.009004133590898356,20,233.85883754193793,223.17330241193793,3.2339614390125457,64.6147101389819,-6.660016552198109,11.158665120596897,1.7961759944623257,102.00450085616365,-2.234020403758705,0.25,0.3,0.65,12.0,1.2,9.701884317037637,2.4417898112415357
PP_BW0.25_AQ0.30_RP0.65_TK12_TS1.6,chase,0.021986201661313265,-0.009004133590898356,20,233.85883754193793,223.17330241193793,3.2339614390125457,64.6147101389819,-6.660016552198109,11.158665120596897,1.7961759944623257,102.00450085616365,-2.234020403758705,0.25,0.3,0.65,12.0,1.6,9.701884317037637,2.4417898112415357
PP_BW0.25_AQ0.30_RP0.65_TK12_TS2.0,chase,0.021986201661313265,-0.009004133590898356,20,233.85883754193793,223.17330241193793,3.2339614390125457,64.6147101389819,-6.660016552198109,11.158665120596897,1.7961759944623257,102.00450085616365,-2.234020403758705,0.25,0.3,0.65,12.0,2.0,9.701884317037637,2.4417898112415357
PP_BW0.25_AQ0.35_RP0.55_TK12_TS1.2,chase,0.02041960226264261,-0.010532208140388799,21,218.62649604448143,207.71245858448142,2.8005417145812985,64.6147101389819,-7.210068256901759,9.891069456403878,1.661650238525318,86.54365702870714,-4.474788855803305,0.25,0.35,0.55,12.0,1.2,8.961733486660155,1.9387769393141538
PP_BW0.25_AQ0.35_RP0.55_TK12_TS1.6,chase,0.02041960226264261,-0.010532208140388799,21,218.62649604448143,207.71245858448142,2.8005417145812985,64.6147101389819,-7.210068256901759,9.891069456403878,1.661650238525318,86.54365702870714,-4.474788855803305,0.25,0.35,0.55,12.0,1.6,8.961733486660155,1.9387769393141538
PP_BW0.25_AQ0.35_RP0.55_TK12_TS2.0,chase,0.02041960226264261,-0.010532208140388799,21,218.62649604448143,207.71245858448142,2.8005417145812985,64.6147101389819,-7.210068256901759,9.891069456403878,1.661650238525318,86.54365702870714,-4.474788855803305,0.25,0.35,0.55,12.0,2.0,8.961733486660155,1.9387769393141538
PP_BW0.25_AQ0.35_RP0.60_TK12_TS1.2,chase,0.02041960226264261,-0.010532208140388799,21,218.62649604448143,207.71245858448142,2.8005417145812985,64.6147101389819,-7.210068256901759,9.891069456403878,1.661650238525318,86.54365702870714,-4.474788855803305,0.25,0.35,0.6,12.0,1.2,8.961733486660155,1.9387769393141538
PP_BW0.25_AQ0.35_RP0.60_TK12_TS1.6,chase,0.02041960226264261,-0.010532208140388799,21,218.62649604448143,207.71245858448142,2.8005417145812985,64.6147101389819,-7.210068256901759,9.891069456403878,1.661650238525318,86.54365702870714,-4.474788855803305,0.25,0.35,0.6,12.0,1.6,8.961733486660155,1.9387769393141538
PP_BW0.25_AQ0.35_RP0.60_TK12_TS2.0,chase,0.02041960226264261,-0.010532208140388799,21,218.62649604448143,207.71245858448142,2.8005417145812985,64.6147101389819,-7.210068256901759,9.891069456403878,1.661650238525318,86.54365702870714,-4.474788855803305,0.25,0.35,0.6,12.0,2.0,8.961733486660155,1.9387769393141538
PP_BW0.25_AQ0.35_RP0.65_TK12_TS1.2,chase,0.02041960226264261,-0.010532208140388799,21,218.62649604448143,207.71245858448142,2.8005417145812985,64.6147101389819,-7.210068256901759,9.891069456403878,1.661650238525318,86.54365702870714,-4.474788855803305,0.25,0.35,0.65,12.0,1.2,8.961733486660155,1.9387769393141538
PP_BW0.25_AQ0.35_RP0.65_TK12_TS1.6,chase,0.02041960226264261,-0.010532208140388799,21,218.62649604448143,207.71245858448142,2.8005417145812985,64.6147101389819,-7.210068256901759,9.891069456403878,1.661650238525318,86.54365702870714,-4.474788855803305,0.25,0.35,0.65,12.0,1.6,8.961733486660155,1.9387769393141538
PP_BW0.25_AQ0.35_RP0.65_TK12_TS2.0,chase,0.02041960226264261,-0.010532208140388799,21,218.62649604448143,207.71245858448142,2.8005417145812985,64.6147101389819,-7.210068256901759,9.891069456403878,1.661650238525318,86.54365702870714,-4.474788855803305,0.25,0.35,0.65,12.0,2.0,8.961733486660155,1.9387769393141538
PP_BW0.30_AQ0.30_RP0.55_TK12_TS1.2,chase,0.02041960226264261,-0.010532208140388799,21,218.62649604448143,207.71245858448142,2.8005417145812985,64.6147101389819,-7.210068256901759,9.891069456403878,1.661650238525318,86.54365702870714,-4.474788855803305,0.3,0.3,0.55,12.0,1.2,8.961733486660155,1.9387769393141538
PP_BW0.30_AQ0.30_RP0.55_TK12_TS1.6,chase,0.02041960226264261,-0.010532208140388799,21,218.62649604448143,207.71245858448142,2.8005417145812985,64.6147101389819,-7.210068256901759,9.891069456403878,1.661650238525318,86.54365702870714,-4.474788855803305,0.3,0.3,0.55,12.0,1.6,8.961733486660155,1.9387769393141538
PP_BW0.30_AQ0.30_RP0.55_TK12_TS2.0,chase,0.02041960226264261,-0.010532208140388799,21,218.62649604448143,207.71245858448142,2.8005417145812985,64.6147101389819,-7.210068256901759,9.891069456403878,1.661650238525318,86.54365702870714,-4.474788855803305,0.3,0.3,0.55,12.0,2.0,8.961733486660155,1.9387769393141538
PP_BW0.30_AQ0.30_RP0.60_TK12_TS1.2,chase,0.02041960226264261,-0.010532208140388799,21,218.62649604448143,207.71245858448142,2.8005417145812985,64.6147101389819,-7.210068256901759,9.891069456403878,1.661650238525318,86.54365702870714,-4.474788855803305,0.3,0.3,0.6,12.0,1.2,8.961733486660155,1.9387769393141538
PP_BW0.30_AQ0.30_RP0.60_TK12_TS1.6,chase,0.02041960226264261,-0.010532208140388799,21,218.62649604448143,207.71245858448142,2.8005417145812985,64.6147101389819,-7.210068256901759,9.891069456403878,1.661650238525318,86.54365702870714,-4.474788855803305,0.3,0.3,0.6,12.0,1.6,8.961733486660155,1.9387769393141538
PP_BW0.30_AQ0.30_RP0.60_TK12_TS2.0,chase,0.02041960226264261,-0.010532208140388799,21,218.62649604448143,207.71245858448142,2.8005417145812985,64.6147101389819,-7.210068256901759,9.891069456403878,1.661650238525318,86.54365702870714,-4.474788855803305,0.3,0.3,0.6,12.0,2.0,8.961733486660155,1.9387769393141538
PP_BW0.30_AQ0.30_RP0.65_TK12_TS1.2,chase,0.02041960226264261,-0.010532208140388799,21,218.62649604448143,207.71245858448142,2.8005417145812985,64.6147101389819,-7.210068256901759,9.891069456403878,1.661650238525318,86.54365702870714,-4.474788855803305,0.3,0.3,0.65,12.0,1.2,8.961733486660155,1.9387769393141538
PP_BW0.30_AQ0.30_RP0.65_TK12_TS1.6,chase,0.02041960226264261,-0.010532208140388799,21,218.62649604448143,207.71245858448142,2.8005417145812985,64.6147101389819,-7.210068256901759,9.891069456403878,1.661650238525318,86.54365702870714,-4.474788855803305,0.3,0.3,0.65,12.0,1.6,8.961733486660155,1.9387769393141538
PP_BW0.30_AQ0.30_RP0.65_TK12_TS2.0,chase,0.02041960226264261,-0.010532208140388799,21,218.62649604448143,207.71245858448142,2.8005417145812985,64.6147101389819,-7.210068256901759,9.891069456403878,1.661650238525318,86.54365702870714,-4.474788855803305,0.3,0.3,0.65,12.0,2.0,8.961733486660155,1.9387769393141538
PP_BW0.30_AQ0.35_RP0.55_TK12_TS1.2,chase,0.020121100879780807,-0.010535275599875438,21,215.89337311439613,204.7197850493961,2.729727684901563,64.6147101389819,-7.3971103528445905,9.748561192828387,1.661139448013016,83.55098349362186,-4.43283912444281,0.3,0.35,0.55,12.0,1.2,8.735128591685001,1.909878929035203
PP_BW0.30_AQ0.35_RP0.55_TK12_TS1.6,chase,0.020121100879780807,-0.010535275599875438,21,215.89337311439613,204.7197850493961,2.729727684901563,64.6147101389819,-7.3971103528445905,9.748561192828387,1.661139448013016,83.55098349362186,-4.43283912444281,0.3,0.35,0.55,12.0,1.6,8.735128591685001,1.909878929035203
PP_BW0.30_AQ0.35_RP0.55_TK12_TS2.0,chase,0.020121100879780807,-0.010535275599875438,21,215.89337311439613,204.7197850493961,2.729727684901563,64.6147101389819,-7.3971103528445905,9.748561192828387,1.661139448013016,83.55098349362186,-4.43283912444281,0.3,0.35,0.55,12.0,2.0,8.735128591685001,1.909878929035203
PP_BW0.30_AQ0.35_RP0.60_TK12_TS1.2,chase,0.020121100879780807,-0.010535275599875438,21,215.89337311439613,204.7197850493961,2.729727684901563,64.6147101389819,-7.3971103528445905,9.748561192828387,1.661139448013016,83.55098349362186,-4.43283912444281,0.3,0.35,0.6,12.0,1.2,8.735128591685001,1.909878929035203
PP_BW0.30_AQ0.35_RP0.60_TK12_TS1.6,chase,0.020121100879780807,-0.010535275599875438,21,215.89337311439613,204.7197850493961,2.729727684901563,64.6147101389819,-7.3971103528445905,9.748561192828387,1.661139448013016,83.55098349362186,-4.43283912444281,0.3,0.35,0.6,12.0,1.6,8.735128591685001,1.909878929035203
